Filing Date,Department or Agency,Regulation Title,Hearing/Report Date,Became Law,Available Documents
4/14/2021,PHILADELPHIA WATER DEPARTMENT,FORMAL NOTICE OF PROPOSED CHANGES IN RATES AND CHARGES - ANNUAL ADJUSTMENT OF TIERED ASSISTANCE PROGRAM RATE RIDER SURCHARGE RATES (TAP-R) – FINAL PROPOSED TAP-R RECONCILIATION STATEMENT,N,Y,https://regulations.phila-records.com/pdfs/PWD_TAP-R Formal Filing_4.14.21.pdf
4/14/2021,DEPARTMENT OF PUBLIC HEALTH,SECOND AMENDMENT TO THE CONSOLIDATED AND RESTATED SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (SPRING SAFER AT HOME ORDER),N,Y,"https://regulations.phila-records.com/pdfs/2021.4.12 Approval Memo for COVID-19 - Second Amend Spring Safer at Home.pdf, https://regulations.phila-records.com/pdfs/BOH reg - 2nd Amend SSHO - approved.pdf"
4/12/2021,THE OFFICE OF PROPERTY ASSESSMENT,OPA REGULATIONS ON DIT IMPROVEMENTS,N,Y,https://regulations.phila-records.com/pdfs/OPA Regulations on DIT Improvements 03172021.pdf
3/23/2021,DEPARTMENT OF LICENSES AND INSPECTIONS,SUPPLEMENTAL NEWSSTAND REGULATION,N,Y,"https://regulations.phila-records.com/pdfs/Newsstand Regs Final for Approval Letter Rev 3.31.2021.pdf, https://regulations.phila-records.com/pdfs/2021.3.18 Approval Memo for Newstands 2021.3.31.pdf"
3/22/2021,DEPARTMENT OF STREETS,STREETS DEPARTMENT REGULATIONS DESIGNATING TRANSIT PLATFORM AREAS,N,Y,"https://regulations.phila-records.com/pdfs/20210319 11-104 Signed Records Letter.pdf, https://regulations.phila-records.com/pdfs/20210319 Transit Platform Area regs.pdf"
3/22/2021,DEPARTMENT OF REVENUE AND LAW DEPARTMENT,GENERAL REGULATIONS RELATING TO TAXES AND OTHER REVENUES,N,Y,https://regulations.phila-records.com/pdfs/Postponed Tax Filing Date - DPC Signed.pdf
3/18/2021,BOARD OF ETHICS,"AMENDMENT TO PHILADELPHIA BOARD OF ETHICS REGULATION NO.3 (""STATEMENT OF FINANCIAL INTEREST"")",N,Y,https://regulations.phila-records.com/pdfs/03_18_2021 Memorandum to Records Department_ Board of Ethics Regulation 3.pdf
3/12/2021,PHILADELPHIA HISTORICAL COMMISSION,AMENDMENT TO THE PHILADELPHIA HISTORICAL COMMISSION’S RULES & REGULATIONS ADDING A REGULATION GOVERNING POSTPONEMENTS OF REVIEWS OF NOMINATIONS ADOPTED ON 12 MARCH 2021,N,Y,"https://regulations.phila-records.com/pdfs/PHC  2021 Reg on Postponements Approval memo.pdf, https://regulations.phila-records.com/pdfs/PHC RR Section 5-16 3-12-2021_101667.pdf"
3/11/2021,DEPARTMENT OF PUBLIC HEALTH,AMENDMENT TO THE CONSOLIDATED AND RESTATED SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (SPRING SAFER AT HOME ORDER),N,Y,"https://regulations.phila-records.com/pdfs/2021.3.11 Approval Memo for COVID-19 - Spring Emergency Orders.pdf, https://regulations.phila-records.com/pdfs/Spring Emergency Consolidated BOH Regulation - Approved.pdf"
3/2/2021,DEPARTMENT OF PARKS AND RECREATION,AMENDMENT TO REGULATIONS – CAMPING AND TENTS,N,Y,"https://regulations.phila-records.com/pdfs/Camping and Tents_ Section 305. 2020. 12. 16 _2021. 02. 26_.pdf, https://regulations.phila-records.com/pdfs/Camping_Ltr to Records Commiss_030221_.pdf, https://regulations.phila-records.com/pdfs/Mem to Ott Lovell- 2021. 02. 26.pdf"
3/1/2021,DEPARTMENT OF REVENUE,AMENDMENT TO SUBSECTION (3) OF GENERAL REGULATIONS SECTION 306 ENTITLED INTEREST ON REFUNDS TO PROVIDE FOR A REVISED INTEREST RATE ON TAX REFUNDS,N,Y,https://regulations.phila-records.com/pdfs/InterRateRegAmend 3.1.21_signed.pdf
2/25/2021,PHILADELPHIA CITY PLANNING COMMISSION,EMERGENCY REGULATION AMENDING PREVIOUS REGULATION REGARDING PUBLIC MEETING NOTICE REQUIREMENTS FOR ZONING HEARINGS AND OTHER RELATED MATTERS,N,Y,"https://regulations.phila-records.com/pdfs/PCPC 2021 regs extension Approval memo.pdf, https://regulations.phila-records.com/pdfs/PCPC 2021 regs extension.pdf"
2/19/2021,ZONING BOARD OF ADJUSTMENT,EMERGENCY REGULATIONS REGARDING PUBLIC HEARING NOTICE REQUIREMENTS FOR ZONING HEARINGS AND OTHER RELATED MATTERS,N,Y,"https://regulations.phila-records.com/pdfs/ZBA 2021 regs extension revised-2305843009372525564.pdf, https://regulations.phila-records.com/pdfs/ZBA 2001 regs extension_Approval memo.pdf"
2/18/2021,DEPARTMENT OF REVENUE,SPECIAL REGULATION OF THE CITY OF PHILADELPHIA DEPARTMENT OF REVENUE FOR USE AND OCCUPANCY RELIEF TO RESTAURANTS AND BARS BECAUSE OF OCCUPANCY LIMITATIONS DUE TO COVID-19 EMERGENCY,N,Y,"https://regulations.phila-records.com/pdfs/Memo 02.18.21.pdf, https://regulations.phila-records.com/pdfs/UO Emergency Reg 02.18.21.pdf"
2/16/2021,Philadelphia Water Department,"In accordance with Section 5-801 of the Philadelphia Home Rule Charter, Section 13-101 of the Philadelphia Code and the Regulations of the Philadelphia Water, Sewer and Storm Water Rate Board, the Philadelphia Water Department filed proposed changes to the rates and related charges on February 16, 2021. The filing is available online at www.phila.gov/water/rateboard or may be examined at the Department of Records, City Hall Room 156. Anyone wishing to be a Participant in the rate change proceeding should send notice to: Water, Sewer and Storm Water Rate Board, c/o Steven Liang, City of Philadelphia Law Department, 1515 Arch St., 17th Fl., Philadelphia, PA 19102 or WaterRateBoard@phila.gov",N,Y,https://regulations.phila-records.com/pdfs/FORMAL NOTICE OF PWD PROPOSED CHANGES IN WATER WASTEWATER AND STORMWATER RATES AND CHARGES -FY 2022 - 2023_ L0988211xA35AE.pdf
2/5/2021,DEPARTMENT OF LICENSES AND INSPECTIONS,REGULATION FOR AMENDING THE AMOUNT REMITTED UNDER SECTION 1-112 OF THE PHILADELPHIA CODE,N,Y,"https://regulations.phila-records.com/pdfs/Records Transmittal SVN.pdf, https://regulations.phila-records.com/pdfs/SVN Reg Memo.pdf, https://regulations.phila-records.com/pdfs/SVN Regulation_Final.pdf"
1/25/2021,DEPARTMENT OF LICENSES & INSPECTIONS,PROPOSED REGULATIONS OF THE PHILADELPHIA DEPARTMENT OF LICENSES & INSPECTIONS REGARDING CONTINUING EDUCATION CREDITS,N,Y,"https://regulations.phila-records.com/pdfs/Continuing Education Credits Approval Memo.pdf, https://regulations.phila-records.com/pdfs/Contractor Continuing Education Credits.pdf, https://regulations.phila-records.com/pdfs/Records Transmittal Contractor Continuing Education.pdf"
1/21/2021,DEPARTMENT OF PUBLIC HEALTH,CONSOLIDATED AND RESTATED SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (CONSOLIDATED SAFER AT HOME RESTRICTIONS AND DELEGATION OF AUTHORITY),N,Y,"https://regulations.phila-records.com/pdfs/2021.1.20 _ Consolidated Safer at Home Reg with Att _A.pdf, https://regulations.phila-records.com/pdfs/2021.1.20 Law Approval Memo for COVID19 BOH Regulation.pdf"
1/14/2021,DEPARTMENT OF STREETS,AMENDMENTS TO THE PARKING REGULATIONS FOR THE CENTER CITY AREA DECEMBER 2020,N,Y,"https://regulations.phila-records.com/pdfs/December 2020.pdf, https://regulations.phila-records.com/pdfs/2021-01-11 Approval Memo for December 2020 Center City Parking Changes.pdf"
1/12/2021,OFFICE OF THE MANAGING DIRECTOR,EMERGENCY REGULATION DELAYING ENFORCEMENT OF AND ADJUSTING APPLICABLE TIME FRAMES REFERENCED IN CHAPTER 9-4900 OF THE PHILADELPHIA CODE: PROHIBITION ON USE OF CERTAIN BAGS BY RETAIL ESTABLISHMENTS IN LIGHT OF THE COVID-19 PANDEMIC,N,Y,"https://regulations.phila-records.com/pdfs/2020-12-28 Plastic Bag Ban Reg Cover Ltr_v2.pdf, https://regulations.phila-records.com/pdfs/2020-12-28 Plastic Bag Ban Updated Emergency_v1.pdf, https://regulations.phila-records.com/pdfs/Mayor_Approval.pdf, https://regulations.phila-records.com/pdfs/MDO memo_emergency regulation delaying enforcement plastic bag ban.pdf"
1/8/2021,OFFICE OF HUMAN RESOURCES,"REGULATION 6 – PAY PLAN: 6.1215 - DEPARTMENTS, UNITS, ASSIGNMENTS AND CLASSES ELIGIBLE FOR STAND-BY TIME",N,Y,https://regulations.phila-records.com/pdfs/6.1215-draft-20-12.docx
1/6/2021,DEPARTMENT OF PUBLIC HEALTH,NINETEENTH SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (AMENDMENT TO SAFER AT HOME FALL-WINTER RESTRICTIONS),N,Y,"https://regulations.phila-records.com/pdfs/19th Emergency Reg Approval Memo 2021.1.6.pdf, https://regulations.phila-records.com/pdfs/Attachment - BOH 19th Emergency Reg re Safer at Home Fall-Winter with Attachment.pdf"
1/4/2021,DEPARTMENT OF STREETS,AMENDMENT TO REGULATIONS REGARDING THE STREETLIGHT BANNER PROGRAM,N,Y,"https://regulations.phila-records.com/pdfs/Banner Regulation Amendment Signed.pdf, https://regulations.phila-records.com/pdfs/Banner Regulations Approval Memo.pdf, https://regulations.phila-records.com/pdfs/Letter to Commissioner Leonard 12-22-20 Signed.pdf"
12/30/2020,DEPARTMENT OF LICENSES AND INSPECTIONS,"EMERGENCY REGULATIONS UNDER PHILADELPHIA CODE SECTION A301.2.5(4) REGARDING TEMPORARY USES FOR CERTAIN OUTDOOR DINING, AND RETAIL AND PERSONAL SERVICES ACTIVITIES",N,Y,"https://regulations.phila-records.com/pdfs/Temporary uses year extension rev_2.pdf, https://regulations.phila-records.com/pdfs/LI Temporary Use Reg extension Approval Memo.docx"
12/30/2020,OFFICE OF THE MANAGING DIRECTOR,SUPERSEDING REGULATION ON THE OPERATION OF TEMPORARY SIDEWALK CAFÉS AND STREETERIES DURING THE COVID-19 EMERGENCY 2021,N,Y,"https://regulations.phila-records.com/pdfs/MDO Approval 2021 Regulations for Temporary Sidewalk Cafes and Streetries.pdf, https://regulations.phila-records.com/pdfs/2021 Regulations for Temporary Sidewalk Cafes and Streeteries.pdf, https://regulations.phila-records.com/pdfs/Approval Memo 2021 Regulations for Temporary Sidewalk Cafes and Streeteries.pdf"
12/16/2020,PHILADELPHIA GAS COMMISSION,REGULATIONS OF THE PHILADELPHIA GAS COMMISSION CONCERNING PROCUREMENT,N,Y,"https://regulations.phila-records.com/pdfs/Records Cover Memo - PGW Procurement Regulation.pdf, https://regulations.phila-records.com/pdfs/Proposed PGW Procurement Regulations PGC Edits.docx"
12/11/2020,OFFICE OF HUMAN RESOURCES,REGULATION 6- PAY PLAN: 6.14 - PAY DIFFERENTIAL CATEGORIES: 6.14-57 – STREETS ASSISTANT CHIEF ENGINEER PERFORMING HIGHWAY OPERATIONS ASSIGNMENT AND RIGHT OF WAY ASSIGNMENT,N,Y,"https://regulations.phila-records.com/pdfs/6.14-56 and 6.14-57-.pdf, https://regulations.phila-records.com/pdfs/Law memo-_20-11.pdf"
12/11/2020,OFFICE OF HUMAN RESOURCES,REGULATION 6- PAY PLAN: 6.14 - PAY DIFFERENTIAL CATEGORIES: 6.14-56 - LUMP SUM BONUS FOR EMPLOYEES IN THE STREETS DEPARTMENT SERVING IN THE ROLE OF RESIDENTIAL SERVICES MANAGER FOR SNOW REMOVAL DURING A SNOW EVENT,N,Y,"https://regulations.phila-records.com/pdfs/6.14-56 and 6.14-57.pdf, https://regulations.phila-records.com/pdfs/Law memo__20-11.pdf"
12/11/2020,OFFICE OF HUMAN RESOURCES,REGULATION 31 – INTERIM REGULATIONS: 31.27- ELECTION SUPPORT SPECIAL COMPENSATORY TIME,N,Y,"https://regulations.phila-records.com/pdfs/31.27-draft-20-11.pdf, https://regulations.phila-records.com/pdfs/Law memo_20-11.pdf"
12/11/2020,OFFICE OF HUMAN RESOURCES,REGULATION 31- INTERIM REGULATIONS:31.60 EFFECT ON PAY RATES AND SENIORITY CREDIT FOR CERTAIN FORMER EMPLOYEES OF MAYOR’S OFFICE OF LABOR UPON APPOINTMENT TO THE CIVIL SERVICE IN THE DEPARTMENT OF LABOR.,N,Y,"https://regulations.phila-records.com/pdfs/31.60-draft-20-11.pdf, https://regulations.phila-records.com/pdfs/Law memo-20-11.pdf"
12/1/2020,DEPARTMENT OF LICENSES AND INSPECTIONS,"TITLE 9. REGULATION OF BUSINESSES, TRADES AND PROFESSIONS",N,Y,"https://regulations.phila-records.com/pdfs/Approval Memo _Delinquent Licenses.pdf, https://regulations.phila-records.com/pdfs/Records Transmittal _Delinquent Licenses.pdf, https://regulations.phila-records.com/pdfs/Regulation_ Delinquent Licenses.pdf"
11/25/2020,DEPARTMENT OF PUBLIC HEALTH,EIGHTEENTH SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (SAFER AT HOME FALL-WINTER RESTRICTIONS),N,Y,"https://regulations.phila-records.com/pdfs/18th Emergency Reg Approval Memo 2020.11.24.pdf, https://regulations.phila-records.com/pdfs/BOH 18th Emergency Reg re Safer at Home Fall-Winter with Attachment A.pdf"
11/16/2020,DEPARTMENT OF LABOR,SECOND SUPPLEMENTAL EMERGENCY REGULATION REGARDING COVID-19 AND CHAPTER 9-4100 OF THE PHILADELPHIA CODE: PROMOTING HEALTHY FAMILIES AND WORKPLACES,N,Y,https://regulations.phila-records.com/pdfs/COVID Pandemic _Paid Sick Leave REGULATIONS.pdf
11/13/2020,OFFICE OF HUMAN RESOURCES,AMENDMENTS OF CIVIL SERVICE REGULATIONS-REGULATION 30 - RESIDENCE REQUIREMENT,N,Y,"https://regulations.phila-records.com/pdfs/30.01_Draft.docx, https://regulations.phila-records.com/pdfs/Law memo signed 20_10.pdf"
11/13/2020,OFFICE OF HUMAN RESOURCES,AMENDMENTS OF CIVIL SERVICE REGULATIONS- 6.1214 -  STAND-BY TIME FOR NON-REPRESENTED EMPLOYEES IN CLASSES EXEMPTED FROM THE OVERTIME PAYMENT PROVISIONS OF THE FAIR LABOR STANDARDS ACT. ,N,Y,"https://regulations.phila-records.com/pdfs/6.1214-Draft-20-10.docx, https://regulations.phila-records.com/pdfs/Law memo signed 20-10.pdf"
10/29/2020,DEPARTMENT OF PUBLIC HEALTH,SEVENTEENTH SUPPLEMENTAL EMERGENCY REGULATION  GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (LONG-TERM CARE ISOLATION SAFETY AND TRANSFER),N,Y,"https://regulations.phila-records.com/pdfs/Reg 3 - Approval Memo 2020.10.29.pdf, https://regulations.phila-records.com/pdfs/BOH - 17th Supplemental Emergency Regulation - LTCF.pdf"
10/29/2020,DEPARTMENT OF PUBLIC HEALTH,SIXTEENTH SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (GATHERING SIZES),N,Y,"https://regulations.phila-records.com/pdfs/Reg 2 - Approval Memo 2020-10-29.pdf, https://regulations.phila-records.com/pdfs/BOH - 16th Supplemental Emergency Regulation - Gathering Sizes.pdf"
10/28/2020,"OFFICE OF THE CITY COMMISSIONERS, DEPARTMENT OF PUBLIC HEALTH","JOINT EMERGENCY REGULATIONS CONCERNING RULES AND GUIDELINES FOR COVID-19 SAFETY AT POLLING SITES ON ELECTION DAY, NOVEMBER 3, 2020",N,Y,"https://regulations.phila-records.com/pdfs/cover memo for COVID Joint regs of City Commissioners and Health-.pdf, https://regulations.phila-records.com/pdfs/Draft Joint Emergency Reg City Commissioners and Health Polling Place COVID safety.pdf"
10/28/2020,ZONING BOARD OF ADJUSTMENT,EMERGENCY REGULATION AMENDING PREVIOUS REGULATION REGARDING PUBLIC MEETING NOTICE REQUIREMENTS FOR ZONING HEARINGS AND OTHER RELATED MATTERS,N,Y,"https://regulations.phila-records.com/pdfs/ZBA Restart regs extension corrected.pdf, https://regulations.phila-records.com/pdfs/ZBA Restart regs extension Approval memo.pdf"
10/23/2020,BOARD OF ETHICS,AMENDMENTS TO REGULATION NO. 8 (Political Activity),N,Y,"https://regulations.phila-records.com/pdfs/Enclosure 1 -- Law Department Memo - Regulation 8 Amendment 10_22_2020.pdf, https://regulations.phila-records.com/pdfs/Enclosure 2 -- Proposed Amendment to Regulation 8 Approved by Board for posting at Records 10-21-2020.pdf, https://regulations.phila-records.com/pdfs/Regulation 8 -- Draft Memo to Records Department 10_23_2020.pdf"
10/21/2020,PHILADELPHIA CITY PLANNING COMMISSION,EMERGENCY REGULATION AMENDING PREVIOUS REGULATION REGARDING PUBLIC MEETING NOTICE REQUIREMENTS FOR ZONING HEARINGS AND OTHER RELATED MATTERS,N,Y,"https://regulations.phila-records.com/pdfs/PCPC ZBA Restart regs extension Approval memo.pdf, https://regulations.phila-records.com/pdfs/PCPC ZBA Restart regs extension Rev 2[71309].pdf"
10/14/2020,DEPARTMENT OF PUBLIC HEALTH,FIFTEENTH SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (INDOOR DINING ACTIVITIES),N,Y,https://regulations.phila-records.com/pdfs/15th emergency BOH reg re Indoor Dining - Approval Memo 2020.10.14.pdf
10/14/2020,DEPARTMENT OF PUBLIC HEALTH,FOURTEENTH SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (LONG-TERM CARE FACILITIES),N,Y,https://regulations.phila-records.com/pdfs/14th emergency BOH reg re LTCF Recission - Approval Memo 2020.10.14.pdf
10/14/2020,DEPARTMENT OF PUBLIC HEALTH,THIRTEENTH SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (OUTDOOR ACTIVITIES),N,Y,https://regulations.phila-records.com/pdfs/13th emergency BOH reg re Outdoor Activities - Approval Memo 2020.10.14.pdf
10/9/2020,OFFICE OF HUMAN RESOURCES,AMENDMENTS OF CIVIL SERVICE REGULATIONS,Y,Y,"https://regulations.phila-records.com/pdfs/17.07-draft-19-12.docx, https://regulations.phila-records.com/pdfs/14 -draft-19-12.docx, https://regulations.phila-records.com/pdfs/10.01-draft-19-12.docx, https://regulations.phila-records.com/pdfs/34  -draft-20-08.v3FINAL.docx, https://regulations.phila-records.com/pdfs/11.02-20.08-draft.v2FINAL.docx, https://regulations.phila-records.com/pdfs/RecordsMemo- Special hearing 02-20-20 Reg 34-draft signed by Law.doc"
10/9/2020,OFFICE OF HUMAN RESOURCES,REGULATION 6 –PAY PLAN: 6.32 - HIRING BONUS - EMPLOYEES IN DESIGNATED CLASSES THAT REQUIRE COMPLETION OF A SPECIFIED COLLEGE DEGREE OR PROFESSIONAL CREDENTIALS,N,Y,https://regulations.phila-records.com/pdfs/6.32-draft-20-09.pdf
10/9/2020,OFFICE OF HUMAN RESOURCES,"REGULATION 6 –PAY PLAN:6.31-B-ENGINEERING (3B, 3C), ARCHITECT (3D), (3E70), SURVEYOR (3F) OR GEOLOGIST (2P40) PROFESSIONAL REGISTRATION OR ADVANCED DEGREE",N,Y,https://regulations.phila-records.com/pdfs/6.31_draft-20-09.pdf
10/8/2020,DEPARTMENT OF LICENSES AND INSPECTIONS,REGULATION OF MOBILE FOOD VENDORS ON PRIVATE PROPERTY,N,Y,"https://regulations.phila-records.com/pdfs/Mobile Food Vending - Private Property Reg.pdf, https://regulations.phila-records.com/pdfs/Mobile Food Vending-Transmittal.pdf"
9/24/2020,BOARD OF ETHICS,AMENDMENT TO PHILADELPHIA BOARD OF ETHICS REGULATION NO. 1 (“CAMPAIGN FINANCE”),N,Y,"https://regulations.phila-records.com/pdfs/Board Regulation No 1 - Proposed amendment for filing with Records Department.pdf, https://regulations.phila-records.com/pdfs/Regulation 1 -- Memo to Records Department 09_24_20.pdf"
9/23/2020,PHILADELPHIA CITY PLANNING COMMISSION,PROPOSED AMENDMENTS TO THE REGULATIONS OF THE PHILADELPHIA CITY PLANNING COMMISSION REGARDING THE CENTRAL DELAWARE RIVERFRONT OVERLAY DISTRICT,N,Y,"https://regulations.phila-records.com/pdfs/CDO regulations 091020.pdf, https://regulations.phila-records.com/pdfs/CDO Regulations Approval Memo.pdf"
9/21/2020,OFFICE OF HUMAN RESOURCES,"REGULATION 6 – PAY PLAN: 6.1215 - DEPARTMENTS, UNITS, ASSIGNMENTS AND CLASSES ELIGIBLE FOR STAND-BY TIME",N,Y,https://regulations.phila-records.com/pdfs/6.1215-draft-20-08.pdf
9/17/2020,FAIR HOUSING COMMISSION,EMERGENCY REGULATION REGARDING CHAPTER 9-809 COVID-19 EMERGENCY HOUSING PROTECTIONS,N,Y,"https://regulations.phila-records.com/pdfs/FHC 9-809 Reg-Final 9-17-2020....pdf, https://regulations.phila-records.com/pdfs/FHC 9-809 Reg Attachment C....pdf, https://regulations.phila-records.com/pdfs/FHC 9-809 Reg Attachment A....pdf, https://regulations.phila-records.com/pdfs/FHC 9-809 Reg Attachment B....pdf, https://regulations.phila-records.com/pdfs/2020.9.17 Approval Memo for Fair Housing COVID-19 Reg-1......pdf"
9/14/2020,DEPARTMENT OF STREETS,CENTER CITY PARKING REGULATIONS – JULY 2020 AND AUGUST 2020 REVISIONS,N,Y,"https://regulations.phila-records.com/pdfs/August 2020 Update.pdf, https://regulations.phila-records.com/pdfs/cover memo July and August 2020.pdf, https://regulations.phila-records.com/pdfs/July 2020 Update.pdf"
9/11/2020,DEPARTMENT OF PUBLIC HEALTH,TWELFTH SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (INDOOR DINING AND THEATER),N,Y,"https://regulations.phila-records.com/pdfs/2020.9.11 Approval Memo for COVID-19 - Amendments to Green Indoor Dining 12th Reg.pdf, https://regulations.phila-records.com/pdfs/BOH regulation re indoor dining and theater.pdf"
9/11/2020,DEPARTMENT OF PUBLIC HEALTH,ELEVENTH SUPPLEMENTAL EMERGENCY REGULATION GOVERNING THE CONTROL AND PREVENTION OF COVID-19 (INDOOR EXERCISE AND RECREATION FACILITIES),N,Y,"https://regulations.phila-records.com/pdfs/2020.9.11 Approval Memo for COVID-19 - Amendments to Green Phase - Gyms and Recreation - 11th Reg.pdf, https://regulations.phila-records.com/pdfs/BOH regulation re indoor exercise and recreation.pdf"
9/9/2020,BOARD OF PENSIONS AND RETIREMENT,"PROPOSED AMENDMENT TO BOARD OF PENSIONS AND RETIREMENT REGULATION 1, ADDING PARAGRAPH 1.16, VIRTUAL HEARING PANEL EMERGENCY PROCEDURES",N,Y,"https://regulations.phila-records.com/pdfs/Amendment to Board of Pensions Regulation 1, adding section 1.16 .pdf, https://regulations.phila-records.com/pdfs/COVER MEMO REGULATION 1 Virtual Hearing Panel Amendment 1.16.pdf"
9/8/2020,DEPARTMENT OF LICENSES AND INSPECTIONS,"AMENDMENT TO EMERGENCY REGULATIONS UNDER PHILADELPHIA CODE SECTION A-301.2.5(4) REGARDING TEMPORARY USES FOR CERTAIN OUTDOOR DINING, RETAIL AND PERSONAL SERVICES USES",N,Y,"https://regulations.phila-records.com/pdfs/Amend  to LI temporary use reg -second version- 2020.09.08.pdf, https://regulations.phila-records.com/pdfs/Cover memo LI reg- 2020.09.08.pdf"
8/31/2020,OFFICE OF THE MANAGING DIRECTOR,REGULATION ON THE OPERATION OF TEMPORARY SIDEWALK CAFÉS AND STREETERIES DURING THE COVID-19 EMERGENCY,N,Y,"https://regulations.phila-records.com/pdfs/Law Approval Memo_Temporary Outdoor Dining Regulation_2020.08.25.pdf, https://regulations.phila-records.com/pdfs/MDO Approval Email_Temporary Outdoor Dining Regulation_2020.08.29.pdf, https://regulations.phila-records.com/pdfs/Regulations for Temporary Outdoor Dining_2020.08.28.pdf"
